Date;Sampling;Plot;Treat;Rep;Sub_sample;Weight;Phylum_SubPhylum;Class_SubClass;Order_SubOrder;Family_SubFamily;Genus;Species;Unclassified;Stadium;Weighted_Abundance;Trophic_level;Obs;Taxres_max
2022-06-10;1;P10;AWD;4;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Adult;3;NA;NA;Hydroglyphus
2022-06-10;1;P10;AWD;4;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;46;NA;NA;Hydroglyphus
2022-06-10;1;P10;AWD;4;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Rhantus;suturalis;NA;Larvae;2;NA;"Enviado; Foto 93; Llegamos a sF. Colymbetinae; Comprovar estado";suturalis
2022-06-10;1;P10;AWD;4;N;1;Arthropoda;Insecta;Odonata;Libellulidae;NA;NA;NA;NA;4;NA;NA;Libellulidae
2022-06-10;1;P10;AWD;4;N;1;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;7;NA;NA;peregra
2022-06-10;1;P10;AWD;4;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;Pupa;4;NA;NA;Orthocladiinae
2022-06-10;1;P10;AWD;4;Y;2;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;338;NA;NA;Orthocladiinae
2022-06-10;1;P10;AWD;4;N;1;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;5;NA;NA;acuta
2022-06-10;1;P10;AWD;4;N;1;Arthropoda;Insecta;Diptera;Tanypodinae;NA;NA;NA;NA;5;NA;NA;Tanypodinae
2022-06-10;1;P10;AWD;4;N;1;NA;NA;NA;NA;NA;NA;Larva diptero 1;NA;2;NA;NA;NA
2022-06-10;1;P10;AWD;4;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero 1;NA;2;NA;"Enviado; Foto 85";NA
2022-06-10;1;P10;AWD;4;N;1;NA;NA;NA;NA;NA;NA;Sanguijuela pequena;NA;37;NA;NA;NA
2022-06-10;1;P10;AWD;4;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;2106;NA;NA;Cyclopoida
2022-06-10;1;P11;MSD;4;N;1;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;NA;NA;NA;1;NA;NA;Caenis
2022-06-10;1;P11;MSD;4;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;1;NA;NA;clarkii
2022-06-10;1;P11;MSD;4;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;1;NA;NA;Ceratopogoninae
2022-06-10;1;P11;MSD;4;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;Pupa;8;NA;NA;Chironominae
2022-06-10;1;P11;MSD;4;Y;2;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;138;NA;NA;Chironominae
2022-06-10;1;P11;MSD;4;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;NA;NA;NA;NA;1;NA;NA;Coenagrionidae
2022-06-10;1;P11;MSD;4;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;1;NA;NA;Culex
2022-06-10;1;P11;MSD;4;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;1;NA;NA;oryzophilus
2022-06-10;1;P11;MSD;4;N;1;Arthropoda;Insecta;Diptera;Dolichopodidae;NA;NA;NA;NA;9;NA;NA;Dolichopodidae
2022-06-10;1;P11;MSD;4;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Adult;3;NA;En buen estado;Hydroglyphus
2022-06-10;1;P11;MSD;4;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;44;NA;NA;Hydroglyphus
2022-06-10;1;P11;MSD;4;N;1;Arthropoda;Insecta;Diptera;Ephydridae;NA;NA;NA;NA;1;NA;NA;Ephydridae
2022-06-10;1;P11;MSD;4;N;1;Arthropoda;Insecta;Odonata;Libellulidae;NA;NA;NA;NA;1;NA;NA;Libellulidae
2022-06-10;1;P11;MSD;4;N;1;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;3;NA;NA;peregra
2022-06-10;1;P11;MSD;4;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;Pupa;5;NA;NA;Orthocladiinae
2022-06-10;1;P11;MSD;4;Y;2;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;252;NA;NA;Orthocladiinae
2022-06-10;1;P11;MSD;4;N;1;Mollusca;Gastropoda;Basommatophora;Planorbidae;Planorbis;carinatus;NA;NA;3;NA;NA;carinatus
2022-06-10;1;P11;MSD;4;N;1;Arthropoda;Insecta;Diptera;Tanypodinae;NA;NA;NA;NA;7;NA;NA;Tanypodinae
2022-06-10;1;P11;MSD;4;N;1;NA;NA;NA;NA;NA;NA;Larva diptero 1;NA;1;NA;NA;NA
2022-06-10;1;P11;MSD;4;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero 1;NA;2;NA;NA;NA
2022-06-10;1;P11;MSD;4;N;1;NA;NA;NA;NA;NA;NA;Sanguijuela pequena;NA;62;NA;NA;NA
2022-06-10;1;P11;MSD;4;Y;2;Crustacea;Ostracoda (azul);NA;NA;NA;NA;NA;NA;656;NA;NA;Ostracoda (azul)
2022-06-10;1;P12;CON;4;N;1;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;NA;NA;NA;6;NA;NA;Caenis
2022-06-10;1;P12;CON;4;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;1;NA;NA;clarkii
2022-06-10;1;P12;CON;4;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;2;NA;NA;Ceratopogoninae
2022-06-10;1;P12;CON;4;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;Pupa;4;NA;NA;Chironominae
2022-06-10;1;P12;CON;4;Y;2;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;108;NA;NA;Chironominae
2022-06-10;1;P12;CON;4;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;NA;NA;NA;NA;7;NA;NA;Coenagrionidae
2022-06-10;1;P12;CON;4;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;3;NA;NA;nigrolineata
2022-06-10;1;P12;CON;4;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;2;NA;NA;oryzophilus
2022-06-10;1;P12;CON;4;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;9;NA;NA;Daphniidae/ Moinidae
2022-06-10;1;P12;CON;4;N;1;Arthropoda;Insecta;Diptera;Dolichopodidae;NA;NA;NA;NA;1;NA;NA;Dolichopodidae
2022-06-10;1;P12;CON;4;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;48;NA;NA;Hydroglyphus
2022-06-10;1;P12;CON;4;N;1;Cnidaria;Hydrozoa;Hydreyueduoida;Hydridae;NA;NA;NA;NA;1;NA;NA;Hydridae
2022-06-10;1;P12;CON;4;N;1;Arthropoda;Insecta;Odonata;Libellulidae;NA;NA;NA;NA;5;NA;NA;Libellulidae
2022-06-10;1;P12;CON;4;N;1;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;1;NA;NA;peregra
2022-06-10;1;P12;CON;4;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;Pupa;5;NA;NA;Orthocladiinae
2022-06-10;1;P12;CON;4;Y;2;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;298;NA;NA;Orthocladiinae
2022-06-10;1;P12;CON;4;N;1;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;3;NA;NA;acuta
2022-06-10;1;P12;CON;4;N;1;Mollusca;Gastropoda;Basommatophora;Planorbidae;Planorbis;carinatus;NA;NA;16;NA;NA;carinatus
2022-06-10;1;P12;CON;4;N;1;Arthropoda;Insecta;Diptera;Tanypodinae;NA;NA;NA;NA;2;NA;NA;Tanypodinae
2022-06-10;1;P12;CON;4;N;1;NA;NA;NA;NA;NA;NA;Larva diptero 1;NA;2;NA;NA;NA
2022-06-10;1;P12;CON;4;N;1;NA;NA;NA;NA;NA;NA;Sanguijuela pequena;NA;25;NA;NA;NA
2022-06-10;1;P12;CON;4;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;414;NA;NA;Cyclopoida
2022-06-10;1;P13;MSD;5;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;1;NA;NA;clarkii
2022-06-10;1;P13;MSD;5;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;Pupa;1;NA;NA;Ceratopogoninae
2022-06-10;1;P13;MSD;5;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;5;NA;NA;Ceratopogoninae
2022-06-10;1;P13;MSD;5;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;Pupa;3;NA;NA;Chironominae
2022-06-10;1;P13;MSD;5;Y;2;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;194;NA;NA;Chironominae
2022-06-10;1;P13;MSD;5;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;NA;NA;NA;NA;6;NA;NA;Coenagrionidae
2022-06-10;1;P13;MSD;5;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;6;NA;NA;nigrolineata
2022-06-10;1;P13;MSD;5;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;1;NA;NA;oryzophilus
2022-06-10;1;P13;MSD;5;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;145;NA;NA;Daphniidae/ Moinidae
2022-06-10;1;P13;MSD;5;N;1;Arthropoda;Insecta;Diptera;Dolichopodidae;NA;NA;NA;NA;13;NA;NA;Dolichopodidae
2022-06-10;1;P13;MSD;5;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;52;NA;NA;Hydroglyphus
2022-06-10;1;P13;MSD;5;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Rhantus;suturalis;NA;Larvae;1;NA;Enviado;suturalis
2022-06-10;1;P13;MSD;5;N;1;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;17;NA;NA;peregra
2022-06-10;1;P13;MSD;5;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;Pupa;10;NA;NA;Orthocladiinae
2022-06-10;1;P13;MSD;5;Y;2;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;282;NA;NA;Orthocladiinae
2022-06-10;1;P13;MSD;5;N;1;Arthropoda;Insecta;Diptera;Tanypodinae;NA;NA;NA;NA;4;NA;NA;Tanypodinae
2022-06-10;1;P13;MSD;5;N;1;NA;NA;NA;NA;NA;NA;Laccophilus sp;NA;1;NA;Enviado;NA
2022-06-10;1;P13;MSD;5;N;1;NA;NA;NA;NA;NA;NA;Larva diptero 1;NA;1;NA;NA;NA
2022-06-10;1;P13;MSD;5;N;1;NA;NA;NA;NA;NA;NA;Oligoqueto?;NA;1;NA;"Enviado; Foto 115";NA
2022-06-10;1;P13;MSD;5;N;1;NA;NA;NA;NA;NA;NA;Sanguijuela pequena;NA;14;NA;NA;NA
2022-06-10;1;P13;MSD;5;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;209;NA;NA;Cyclopoida
2022-06-10;1;P14;AWD;5;N;1;Arthropoda;Insecta;Ephemeroptera;Baetidae;NA;NA;NA;NA;1;NA;NA;Baetidae
2022-06-10;1;P14;AWD;5;N;1;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;NA;NA;NA;1;NA;NA;Caenis
2022-06-10;1;P14;AWD;5;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;2;NA;NA;Ceratopogoninae
2022-06-10;1;P14;AWD;5;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;Pupa;4;NA;NA;Chironominae
2022-06-10;1;P14;AWD;5;Y;2;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;126;NA;NA;Chironominae
2022-06-10;1;P14;AWD;5;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;NA;NA;NA;NA;4;NA;NA;Coenagrionidae
2022-06-10;1;P14;AWD;5;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;1;NA;NA;oryzophilus
2022-06-10;1;P14;AWD;5;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;10;NA;NA;Daphniidae/ Moinidae
2022-06-10;1;P14;AWD;5;N;1;Arthropoda;Insecta;Diptera;Dolichopodidae;NA;NA;NA;NA;2;NA;NA;Dolichopodidae
2022-06-10;1;P14;AWD;5;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;9;NA;NA;Hydroglyphus
2022-06-10;1;P14;AWD;5;N;1;Arthropoda;Insecta;Odonata;Libellulidae;NA;NA;NA;NA;2;NA;NA;Libellulidae
2022-06-10;1;P14;AWD;5;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;Pupa;10;NA;NA;Orthocladiinae
2022-06-10;1;P14;AWD;5;Y;2;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;118;NA;NA;Orthocladiinae
2022-06-10;1;P14;AWD;5;N;1;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;6;NA;NA;acuta
2022-06-10;1;P14;AWD;5;N;1;Arthropoda;Insecta;Diptera;Stratiomyidae;NA;NA;NA;NA;1;NA;NA;Stratiomyidae
2022-06-10;1;P14;AWD;5;N;1;Arthropoda;Insecta;Diptera;Tanypodinae;NA;NA;NA;NA;2;NA;NA;Tanypodinae
2022-06-10;1;P14;AWD;5;N;1;NA;NA;NA;NA;NA;NA;Larva diptero 3;NA;1;NA;NA;NA
2022-06-10;1;P14;AWD;5;N;1;NA;NA;NA;NA;NA;NA;Larva diptero 4;NA;7;NA;"Enviado; Foto 123";NA
2022-06-10;1;P14;AWD;5;N;1;NA;NA;NA;NA;NA;NA;Sanguijuela pequena;NA;2;NA;NA;NA
2022-06-10;1;P14;AWD;5;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;164;NA;NA;Cyclopoida
2022-06-10;1;P15;CON;5;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;1;NA;NA;clarkii
2022-06-10;1;P15;CON;5;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;Pupa;1;NA;NA;Chironominae
2022-06-10;1;P15;CON;5;Y;2;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;102;NA;NA;Chironominae
2022-06-10;1;P15;CON;5;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;NA;NA;NA;NA;2;NA;NA;Coenagrionidae
2022-06-10;1;P15;CON;5;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;40;NA;NA;Daphniidae/ Moinidae
2022-06-10;1;P15;CON;5;N;1;Arthropoda;Insecta;Diptera;Dolichopodidae;NA;NA;NA;NA;3;NA;NA;Dolichopodidae
2022-06-10;1;P15;CON;5;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;11;NA;NA;Hydroglyphus
2022-06-10;1;P15;CON;5;N;1;Arthropoda;Arachnida;Trombidiformes;Hydrachnidae;Hydrachna;NA;NA;NA;1;NA;NA;Hydrachna
2022-06-10;1;P15;CON;5;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;Pupa;2;NA;NA;Orthocladiinae
2022-06-10;1;P15;CON;5;Y;2;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;40;NA;NA;Orthocladiinae
2022-06-10;1;P15;CON;5;N;1;Arthropoda;Insecta;Diptera;Tanypodinae;NA;NA;NA;NA;1;NA;NA;Tanypodinae
2022-06-10;1;P15;CON;5;N;1;NA;NA;NA;NA;NA;NA;Larva diptero 1;NA;1;NA;NA;NA
2022-06-10;1;P15;CON;5;N;1;NA;NA;NA;NA;NA;NA;Sanguijuela pequena;NA;8;NA;NA;NA
2022-06-10;1;P15;CON;5;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;85;NA;NA;Cyclopoida
2022-07-15;2;P01;AWD;1;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;90;NA;NA;Chironominae
2022-07-15;2;P01;AWD;1;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;1;NA;NA;elegans
2022-07-15;2;P01;AWD;1;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;1;NA;NA;nigrolineata
2022-07-15;2;P01;AWD;1;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;Pupa;1;NA;NA;Culex
2022-07-15;2;P01;AWD;1;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Adult;3;NA;NA;Hydroglyphus
2022-07-15;2;P01;AWD;1;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;2;NA;NA;Hydroglyphus
2022-07-15;2;P01;AWD;1;N;1;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;NA;NA;Larvae;1;NA;NA;Helochares
2022-07-15;2;P01;AWD;1;N;1;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;18;NA;NA;peregra
2022-07-15;2;P01;AWD;1;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;2;NA;NA;Orthocladiinae
2022-07-15;2;P01;AWD;1;N;1;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;58;NA;NA;acuta
2022-07-15;2;P01;AWD;1;N;1;Arthropoda;Insecta;Diptera;Stratiomyidae;NA;NA;NA;NA;2;NA;NA;Stratiomyidae
2022-07-15;2;P01;AWD;1;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;1;NA;NA;pygmaea
2022-07-15;2;P01;AWD;1;N;1;NA;NA;NA;NA;NA;NA;Larva diptero 1;NA;5;NA;NA;NA
2022-07-15;2;P01;AWD;1;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero;NA;2;NA;NA;NA
2022-07-15;2;P01;AWD;1;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;199;NA;NA;Cyclopoida
2022-07-15;2;P02;MSD;1;N;1;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;NA;NA;NA;2;NA;NA;Caenis
2022-07-15;2;P02;MSD;1;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;3;NA;NA;clarkii
2022-07-15;2;P02;MSD;1;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;1;NA;NA;Ceratopogoninae
2022-07-15;2;P02;MSD;1;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;56;NA;NA;Chironominae
2022-07-15;2;P02;MSD;1;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Coenagrion;NA;NA;NA;2;NA;NA;Coenagrion
2022-07-15;2;P02;MSD;1;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;6;NA;NA;elegans
2022-07-15;2;P02;MSD;1;N;1;Arthropoda;Insecta;Diptera;Culicinae;Anopheles;NA;NA;NA;3;NA;NA;Anopheles
2022-07-15;2;P02;MSD;1;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;51;NA;NA;Culex
2022-07-15;2;P02;MSD;1;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;13;NA;NA;oryzophilus
2022-07-15;2;P02;MSD;1;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;15;NA;NA;Daphniidae/ Moinidae
2022-07-15;2;P02;MSD;1;N;1;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;NA;NA;NA;1;NA;NA;Gerris
2022-07-15;2;P02;MSD;1;N;1;Arthropoda;Arachnida;Trombidiformes;Hydrachnidae;Hydrachna;NA;NA;NA;1;NA;NA;Hydrachna
2022-07-15;2;P02;MSD;1;N;1;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;NA;NA;Larvae;1;NA;NA;Helochares
2022-07-15;2;P02;MSD;1;Y;2;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;4;NA;NA;peregra
2022-07-15;2;P02;MSD;1;N;1;Arthropoda;Insecta;Heteroptera;Notonectidae;Anisops;sardeus;NA;NA;2;NA;NA;sardeus
2022-07-15;2;P02;MSD;1;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;9;NA;NA;Orthocladiinae
2022-07-15;2;P02;MSD;1;Y;2;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;346;NA;NA;acuta
2022-07-15;2;P02;MSD;1;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;24;NA;NA;pygmaea
2022-07-15;2;P02;MSD;1;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero;NA;5;NA;NA;NA
2022-07-15;2;P02;MSD;1;N;1;NA;NA;NA;NA;NA;NA;Sanguijuela pequena;NA;4;NA;NA;NA
2022-07-15;2;P02;MSD;1;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;483;NA;NA;Cyclopoida
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Ephemeroptera;Baetidae;NA;NA;NA;NA;2;NA;NA;Baetidae
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;NA;NA;NA;3;NA;NA;Caenis
2022-07-15;2;P03;CON;1;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;3;NA;NA;clarkii
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;1;NA;NA;Ceratopogoninae
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;Pupa;1;NA;NA;Chironominae
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;119;NA;NA;Chironominae
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Coenagrion;NA;NA;NA;4;NA;"Enviado; Foto 134";Coenagrion
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;58;NA;NA;elegans
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;graellsii;NA;NA;3;NA;"Enviado; Foto 132,133";graellsii
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;7;NA;NA;nigrolineata
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Diptera;Culicinae;Anopheles;NA;NA;NA;3;NA;"Enviados; Foto 136,137";Anopheles
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;Pupa;4;NA;NA;Culex
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;329;NA;NA;Culex
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;7;NA;Enviado;oryzophilus
2022-07-15;2;P03;CON;1;Y;2;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;878;NA;NA;Daphniidae/ Moinidae
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydaticus;NA;NA;Larvae;1;NA;"Enviado; Foto 138; Comprovar estado";Hydaticus
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Adult;1;NA;NA;Hydroglyphus
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;1;NA;NA;Hydroglyphus
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;NA;NA;NA;4;NA;NA;Gerris
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;NA;NA;Larvae;6;NA;NA;Helochares
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;NA;NA;3;NA;Enviado;fonscolombii
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;lefebvrii;NA;NA;1;NA;Enviado;lefebvrii
2022-07-15;2;P03;CON;1;Y;2;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;12;NA;NA;peregra
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;18;NA;NA;Orthocladiinae
2022-07-15;2;P03;CON;1;Y;2;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;126;NA;NA;acuta
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Diptera;Tanypodinae;NA;NA;NA;NA;4;NA;NA;Tanypodinae
2022-07-15;2;P03;CON;1;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;44;NA;NA;pygmaea
2022-07-15;2;P03;CON;1;N;1;NA;NA;NA;NA;NA;NA;No identificado 1;NA;4;NA;"Enviado; Foto 140";NA
2022-07-15;2;P03;CON;1;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero 1;NA;1;NA;NA;NA
2022-07-15;2;P03;CON;1;N;1;NA;NA;NA;NA;NA;NA;Tricoptero 1;NA;1;NA;"Enviado; Foto 139";NA
2022-07-15;2;P03;CON;1;Y;2;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;478;NA;NA;Cyclopoida
2022-07-15;2;P04;MSD;2;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;1;NA;NA;Ceratopogoninae
2022-07-15;2;P04;MSD;2;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;Pupa;5;NA;NA;Chironominae
