Date,Sampling,Plot,Treat,Sub_sample,Weight,Phylum_SubPhylum,Class_SubClass,Order_SubOrder,Family_SubFamily,Genus,Species,Stadium,Unclassified,Trophic_level,Abundance,Weighted_Abundance,Obs
2022-06-10,1,P11,MSD,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,1,1,
2022-06-10,1,P11,MSD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Adult,,,3,3,En buen estado
2022-06-10,1,P11,MSD,N,1,Arthropoda,Insecta,Diptera,Tanypodinae,,,,,,7,7,
2022-06-10,1,P11,MSD,N,1,Arthropoda,Insecta,Odonata,Libellulidae,,,,,,1,1,
2022-06-10,1,P11,MSD,N,1,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,sp,,,,1,1,
2022-06-10,1,P11,MSD,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,1,1,
2022-06-10,1,P11,MSD,N,1,Arthropoda,Insecta,Diptera,Ephydridae,,,,,,1,1,
2022-06-10,1,P11,MSD,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,1,1,
2022-06-10,1,P11,MSD,N,1,Mollusca,Gastropoda,Basommatophora,Planorbidae,Gyraulus,sp,,,,3,3,
2022-06-10,1,P11,MSD,N,1,Arthropoda,Insecta,Diptera,Culicinae,Culex,sp,,,,1,1,
2022-06-10,1,P11,MSD,N,1,,,,,,,,Sanguijuela pequena,,62,62,
2022-06-10,1,P11,MSD,Y,2,Crustacea,Ostracoda (redondo),,,,,,,,263,526,
2022-06-10,1,P11,MSD,Y,2,Crustacea,Ostracoda (largo),,,,,,,,46,92,
2022-06-10,1,P11,MSD,N,1,Annelida,Oligochaeta,,,,,,,,30,30,
2022-06-10,1,P11,MSD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Larvae,,,44,44,
2022-06-10,1,P11,MSD,Y,2,Arthropoda,Insecta,Diptera,Chironominae,,,,,,69,138,
2022-06-10,1,P11,MSD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,Pupa,,,8,8,
2022-06-10,1,P11,MSD,Y,2,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,126,252,
2022-06-10,1,P11,MSD,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,Pupa,,,5,5,
2022-06-10,1,P12,CON,N,1,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,3,3,
2022-06-10,1,P12,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,7,7,
2022-06-10,1,P12,CON,N,1,,,,,,,,Larva diptero 1,,2,2,
2022-06-10,1,P12,CON,N,1,Arthropoda,Insecta,Diptera,Dolichopodidae,,,,,,1,1,
2022-06-10,1,P12,CON,N,1,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,1,1,
2022-06-10,1,P12,CON,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,2,2,
2022-06-10,1,P12,CON,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,3,3,
2022-06-10,1,P12,CON,N,1,Arthropoda,Insecta,Odonata,Libellulidae,,,,,,5,5,
2022-06-10,1,P12,CON,N,1,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,sp,,,,6,6,
2022-06-10,1,P12,CON,N,1,Mollusca,Gastropoda,Basommatophora,Planorbidae,Gyraulus,sp,,,,16,16,
2022-06-10,1,P12,CON,N,1,Arthropoda,Insecta,Heteroptera,Corixinae,,,,,,3,3,
2022-06-10,1,P12,CON,N,1,Arthropoda,Insecta,Diptera,Tanypodinae,,,,,,2,2,
2022-06-10,1,P12,CON,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,2,2,
2022-06-10,1,P12,CON,N,1,Crustacea,Malacostraca,Decapoda,Cambaridae,Procambarus,clarkii,,,,1,1,
2022-06-10,1,P12,CON,N,1,Cnidaria,Hydrozoa,Hydreyueduoida,Hydridae,,,,,,1,1,
2022-06-10,1,P12,CON,N,1,Crustacea,Branchiopoda,Cladocera,Daphniidae/ Moinidae,,,,,,9,9,
2022-06-10,1,P12,CON,Y,2,Crustacea,Ostracoda (azul),,,,,,,,1,2,
2022-06-10,1,P12,CON,N,1,,,,,,,,Sanguijuela pequena,,25,25,
2022-06-10,1,P12,CON,Y,2,Crustacea,Ostracoda (redondo),,,,,,,,137,274,
2022-06-10,1,P12,CON,Y,2,Crustacea,Ostracoda (largo),,,,,,,,56,112,
2022-06-10,1,P12,CON,N,1,Annelida,Oligochaeta,,,,,,,,23,23,
2022-06-10,1,P12,CON,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Larvae,,,48,48,
2022-06-10,1,P12,CON,Y,2,Arthropoda,Insecta,Diptera,Chironominae,,,,,,54,108,
2022-06-10,1,P12,CON,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,Pupa,,,4,4,
2022-06-10,1,P12,CON,Y,2,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,149,298,
2022-06-10,1,P12,CON,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,Pupa,,,5,5,
2022-06-10,1,P13,MSD,N,1,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,17,17,
2022-06-10,1,P13,MSD,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,1,1,
2022-06-10,1,P13,MSD,N,1,Arthropoda,Insecta,Heteroptera,Corixinae,,,,,,6,6,
2022-06-10,1,P13,MSD,N,1,Arthropoda,Insecta,Diptera,Tanypodinae,,,,,,4,4,
2022-06-10,1,P13,MSD,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,5,5,
2022-06-10,1,P13,MSD,N,1,,,,,,,,Larva diptero 1,,1,1,
2022-06-10,1,P13,MSD,N,1,Arthropoda,Insecta,Diptera,Dolichopodidae,,,,,,13,13,
2022-06-10,1,P13,MSD,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,6,6,
2022-06-10,1,P13,MSD,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,Pupa,,,1,1,
2022-06-10,1,P13,MSD,N,1,Nematoda,,,,,,,,,2,2,
2022-06-10,1,P13,MSD,N,1,Crustacea,Malacostraca,Decapoda,Cambaridae,Procambarus,clarkii,,,,1,1,
2022-06-10,1,P13,MSD,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,3,3,
2022-06-10,1,P13,MSD,N,1,Crustacea,Branchiopoda,Cladocera,Daphniidae/ Moinidae,,,,,,145,145,
2022-06-10,1,P13,MSD,N,1,,,,,,,,Sanguijuela pequena,,14,14,
2022-06-10,1,P13,MSD,N,1,Crustacea,Ostracoda (redondo),,,,,,,,58,58,
2022-06-10,1,P13,MSD,N,1,Crustacea,Ostracoda (largo),,,,,,,,33,33,
2022-06-10,1,P13,MSD,N,1,Annelida,Oligochaeta,,,,,,,,113,113,
2022-06-10,1,P13,MSD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Larvae,,,52,52,
2022-06-10,1,P13,MSD,Y,2,Arthropoda,Insecta,Diptera,Chironominae,,,,,,97,194,
2022-06-10,1,P13,MSD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,Pupa,,,3,3,
2022-06-10,1,P13,MSD,Y,2,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,141,282,
2022-06-10,1,P13,MSD,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,Pupa,,,10,10,
2022-06-10,1,P13,MSD,N,1,,,,,,,,Oligoqueto?,,1,1,Enviado; Foto 115
2022-06-10,1,P13,MSD,N,1,,,,,,,,Laccophilus sp,,1,1,Enviado
2022-06-10,1,P13,MSD,N,1,,,,,,,,Dytiscus sp,,1,1,Enviado
2022-06-10,1,P14,AWD,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,2,2,
2022-06-10,1,P14,AWD,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,1,1,
2022-06-10,1,P14,AWD,N,1,Arthropoda,Insecta,Diptera,Dolichopodidae,,,,,,2,2,
2022-06-10,1,P14,AWD,N,1,Arthropoda,Insecta,Odonata,Libellulidae,,,,,,2,2,
2022-06-10,1,P14,AWD,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,4,4,
2022-06-10,1,P14,AWD,N,1,Crustacea,Branchiopoda,Cladocera,Daphniidae/ Moinidae,,,,,,10,10,
2022-06-10,1,P14,AWD,N,1,Arthropoda,Insecta,Diptera,Stratiomyidae,,,,,,1,1,
2022-06-10,1,P14,AWD,N,1,,,,,,,,Sanguijuela pequena,,2,2,
2022-06-10,1,P14,AWD,N,1,Nematoda,,,,,,,,,1,1,
2022-06-10,1,P14,AWD,N,1,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,,,,1,1,
2022-06-10,1,P14,AWD,N,1,Arthropoda,Insecta,Diptera,Tanypodinae,,,,,,2,2,
2022-06-10,1,P14,AWD,N,1,Crustacea,Ostracoda (azul),,,,,,,,2,2,
2022-06-10,1,P14,AWD,N,1,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,6,6,
2022-06-10,1,P14,AWD,N,1,,,,,,,,Larva diptero 3,,1,1,
2022-06-10,1,P14,AWD,N,1,,,,,,,,Larva diptero 4,,7,7,Enviado; Foto 123
2022-06-10,1,P14,AWD,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,1,1,
2022-06-10,1,P14,AWD,N,1,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,sp,,,,1,1,
2022-06-10,1,P14,AWD,N,1,Crustacea,Ostracoda (redondo),,,,,,,,86,86,
2022-06-10,1,P14,AWD,N,1,Crustacea,Ostracoda (largo),,,,,,,,8,8,
2022-06-10,1,P14,AWD,N,1,Annelida,Oligochaeta,,,,,,,,66,66,
2022-06-10,1,P14,AWD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Larvae,,,9,9,
2022-06-10,1,P14,AWD,Y,2,Arthropoda,Insecta,Diptera,Chironominae,,,,,,63,126,
2022-06-10,1,P14,AWD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,Pupa,,,4,4,
2022-06-10,1,P14,AWD,Y,2,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,59,118,
2022-06-10,1,P14,AWD,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,Pupa,,,10,10,
2022-06-10,1,P15,CON,N,1,Crustacea,Malacostraca,Decapoda,Cambaridae,Procambarus,clarkii,,,,1,1,
2022-06-10,1,P15,CON,N,1,Nematoda,,,,,,,,,1,1,
2022-06-10,1,P15,CON,N,1,Arthropoda,Insecta,Diptera,Dolichopodidae,,,,,,3,3,
2022-06-10,1,P15,CON,N,1,,,,,,,,Larva diptero 1,,1,1,
2022-06-10,1,P15,CON,N,1,Crustacea,Ostracoda (azul),,,,,,,,1,1,
2022-06-10,1,P15,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,2,2,
2022-06-10,1,P15,CON,N,1,Arthropoda,Insecta,Diptera,Tanypodinae,,,,,,1,1,
2022-06-10,1,P15,CON,N,1,Crustacea,Branchiopoda,Cladocera,Daphniidae/ Moinidae,,,,,,40,40,
2022-06-10,1,P15,CON,N,1,,,,,,,,Sanguijuela pequena,,8,8,
2022-06-10,1,P15,CON,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,1,1,
2022-06-10,1,P15,CON,N,1,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna,sp,,,,1,1,
2022-06-10,1,P15,CON,N,1,Crustacea,Ostracoda (redondo),,,,,,,,17,17,
2022-06-10,1,P15,CON,N,1,Crustacea,Ostracoda (largo),,,,,,,,17,17,
2022-06-10,1,P15,CON,N,1,Annelida,Oligochaeta,,,,,,,,48,48,
2022-06-10,1,P15,CON,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Larvae,,,11,11,
2022-06-10,1,P15,CON,Y,2,Arthropoda,Insecta,Diptera,Chironominae,,,,,,51,102,
2022-06-10,1,P15,CON,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,Pupa,,,1,1,
2022-06-10,1,P15,CON,Y,2,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,20,40,
2022-06-10,1,P15,CON,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,Pupa,,,2,2,
2022-07-15,2,P01,AWD,N,1,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,18,18,
2022-07-15,2,P01,AWD,N,1,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,58,58,
2022-07-15,2,P01,AWD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Adult,,,3,3,
2022-07-15,2,P01,AWD,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,4,4,
2022-07-15,2,P01,AWD,N,1,Arthropoda,Collembola,,,,,,,,4,4,
2022-07-15,2,P01,AWD,N,1,Arthropoda,Insecta,Heteroptera,Corixinae,,,,,,1,1,
2022-07-15,2,P01,AWD,N,1,Nematoda,,,,,,,,,10,10,
2022-07-15,2,P01,AWD,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,1,1,
2022-07-15,2,P01,AWD,N,1,Arthropoda,Insecta,Diptera,Stratiomyidae,,,,,,2,2,
2022-07-15,2,P01,AWD,N,1,,,,,,,,Larva diptero 1,,5,5,
2022-07-15,2,P01,AWD,N,1,Crustacea,Ostracoda (azul),,,,,,,,1,1,
2022-07-15,2,P01,AWD,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,sp,,,,1,1,
2022-07-15,2,P01,AWD,N,1,,,,,,,,Pupa diptero,,2,2,
2022-07-15,2,P01,AWD,N,1,Arthropoda,Insecta,Diptera,Culicinae,,,Pupa,,,1,1,
2022-07-15,2,P01,AWD,N,1,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Helochares,sp,Larvae,,,1,1,
2022-07-15,2,P01,AWD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,,,,90,90,
2022-07-15,2,P01,AWD,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,2,2,
2022-07-15,2,P01,AWD,N,1,Crustacea,Ostracoda (redondo),,,,,,,,1,1,
2022-07-15,2,P01,AWD,N,1,Crustacea,Ostracoda (largo),,,,,,,,1,1,
2022-07-15,2,P01,AWD,N,1,Annelida,Oligochaeta,,,,,,,,178,178,
2022-07-15,2,P01,AWD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Larvae,,,2,2,
2022-07-15,2,P02,MSD,N,1,Crustacea,Malacostraca,Decapoda,Cambaridae,Procambarus,clarkii,,,,3,3,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Collembola,,,,,,,,37,37,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,13,13,
2022-07-15,2,P02,MSD,N,1,Nematoda,,,,,,,,,7,7,
2022-07-15,2,P02,MSD,Y,2,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,173,346,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Diptera,Culicinae,,,,,,17,17,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Diptera,Culicinae,Culex,sp,,,,34,34,
2022-07-15,2,P02,MSD,N,1,Crustacea,Branchiopoda,Cladocera,Daphniidae/ Moinidae,,,,,,15,15,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,5,5,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,elegans,,,,3,3,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Diptera,Culicinae,Anopheles,sp,,,,3,3,
2022-07-15,2,P02,MSD,N,1,Crustacea,Ostracoda (azul),,,,,,,,30,30,
2022-07-15,2,P02,MSD,Y,2,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,2,4,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,sp,,,,23,23,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,pygmaea,,,,1,1,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Heteroptera,Gerridae,Gerris,sp,,,,1,1,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Heteroptera,Notonectidae,Anisops,sp,,,,2,2,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Helochares,sp,Larvae,,,1,1,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,sp,,,,2,2,
2022-07-15,2,P02,MSD,N,1,,,,,,,,Pupa diptero,,5,5,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,1,1,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna,sp,,,,1,1,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,,,,56,56,
2022-07-15,2,P02,MSD,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,9,9,
2022-07-15,2,P02,MSD,N,1,Crustacea,Ostracoda (redondo),,,,,,,,1,1,
2022-07-15,2,P02,MSD,N,1,Crustacea,Ostracoda (largo),,,,,,,,55,55,
2022-07-15,2,P02,MSD,Y,2,Annelida,Oligochaeta,,,,,,,,137,274,
2022-07-15,2,P02,MSD,N,1,,,,,,,,Sanguijuela pequena,,4,4,
2022-07-15,2,P02,MSD,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,79,79,
2022-07-15,2,P03,CON,N,1,Crustacea,Malacostraca,Decapoda,Cambaridae,Procambarus,clarkii,,,,3,3,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,sp,,,,1,1,"Enviado; Fotos 124,125,126"
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Odonata,Libellulidae,Diplacodes,lefebvrii,,,,1,1,Enviado
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,fonscolombii,,,,2,2,Enviado
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,elegans,,,,20,20,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,graellsii,,,,1,1,"Enviado; Foto 132,133"
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrion,sp,,,,2,2,Enviado; Foto 134
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,42,42,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Heteroptera,Corixinae,,,,,,7,7,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Diptera,Tanypodinae,,,,,,4,4,
2022-07-15,2,P03,CON,Y,2,Crustacea,Copepoda,Cyclopoida,,,,,,,65,130,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Heteroptera,Gerridae,Gerris,sp,,,,4,4,
2022-07-15,2,P03,CON,Y,2,Crustacea,Ostracoda (azul),,,,,,,,75,150,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Helochares,sp,Larvae,,,6,6,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Adult,,,1,1,
2022-07-15,2,P03,CON,Y,2,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,63,126,
2022-07-15,2,P03,CON,Y,2,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,6,12,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,7,7,Enviado
2022-07-15,2,P03,CON,N,1,Arthropoda,Collembola,,,,,,,,8,8,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,1,1,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,sp,,,,3,3,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Diptera,Culicinae,,,,,,6,6,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,pygmaea,,,,1,1,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Diptera,Culicinae,Anopheles,sp,,,,3,3,"Enviados; Foto 136,137"
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Diptera,Culicinae,,,Pupa,,,4,4,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,Pupa,,,1,1,
2022-07-15,2,P03,CON,N,1,Nematoda,,,,,,,,,1,1,
2022-07-15,2,P03,CON,N,1,,,,,,,,Pupa diptero 1,,1,1,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,,,,2,2,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydaticus,sp,,,,1,1,Enviado; Foto 138; Comprovar estado
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Larvae,,,1,1,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,sp,,,,43,43,
2022-07-15,2,P03,CON,Y,2,Crustacea,Ostracoda (redondo),,,,,,,,8,16,
2022-07-15,2,P03,CON,N,1,,,,,,,,Tricoptero 1,,1,1,Enviado; Foto 139
2022-07-15,2,P03,CON,N,1,,,,,,,,No identificado 1,,4,4,Enviado; Foto 140
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,,,,119,119,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,18,18,
2022-07-15,2,P03,CON,N,1,Arthropoda,Insecta,Diptera,Culicinae,Culex,sp,,,,323,323,
2022-07-15,2,P03,CON,Y,2,Crustacea,Ostracoda (largo),,,,,,,,43,86,
2022-07-15,2,P03,CON,N,1,Annelida,Oligochaeta,,,,,,,,87,87,
2022-07-15,2,P03,CON,Y,2,Crustacea,Branchiopoda,Cladocera,Daphniidae/ Moinidae,,,,,,439,878,
2022-07-15,2,P04,MSD,Y,2,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,154,308,
2022-07-15,2,P04,MSD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Adult,,,2,2,
2022-07-15,2,P04,MSD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydaticus,sp,,,,1,1,Comprovar estado
2022-07-15,2,P04,MSD,N,1,Arthropoda,Collembola,,,,,,,,37,37,
2022-07-15,2,P04,MSD,N,1,Arthropoda,Insecta,Diptera,Culicinae,Culex,sp,,,,99,99,
2022-07-15,2,P04,MSD,N,1,Nematoda,,,,,,,,,2,2,
2022-07-15,2,P04,MSD,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,10,10,
2022-07-15,2,P04,MSD,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,sp,,,,9,9,
2022-07-15,2,P04,MSD,N,1,Crustacea,Ostracoda (azul),,,,,,,,7,7,
2022-07-15,2,P04,MSD,N,1,,,,,,,,Pupa diptero 2,,2,2,
2022-07-15,2,P04,MSD,N,1,,,,,,,,Pupa diptero,,6,6,
2022-07-15,2,P04,MSD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,Pupa,,,5,5,
2022-07-15,2,P04,MSD,N,1,Crustacea,Branchiopoda,Cladocera,Daphniidae/ Moinidae,,,,,,3,3,
2022-07-15,2,P04,MSD,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,1,1,
2022-07-15,2,P04,MSD,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrion,sp,,,,1,1,
2022-07-15,2,P04,MSD,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,1,1,
2022-07-15,2,P04,MSD,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,5,5,
2022-07-15,2,P04,MSD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,,,,86,86,
2022-07-15,2,P04,MSD,N,1,Crustacea,Ostracoda (redondo),,,,,,,,1,1,
2022-07-15,2,P04,MSD,N,1,Crustacea,Ostracoda (largo),,,,,,,,4,4,
2022-07-15,2,P04,MSD,Y,2,Annelida,Oligochaeta,,,,,,,,205,410,
2022-07-15,2,P04,MSD,N,1,,,,,,,,Sanguijuela pequena,,1,1,
2022-07-15,2,P04,MSD,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,218,218,
2022-07-15,2,P04,MSD,N,1,,,,,,,,Graphoderus sp,,1,1,Enviado; Bote 59 (Acilius/ Graphoderus)
2022-07-15,2,P05,AWD,N,1,Arthropoda,Insecta,Diptera,Stratiomyidae,,,,,,1,1,"Grande, 4cm"
2022-07-15,2,P05,AWD,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,elegans,,,,6,6,
2022-07-15,2,P05,AWD,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,14,14,
2022-07-15,2,P05,AWD,N,1,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,15,15,
2022-07-15,2,P05,AWD,N,1,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,3,3,
2022-07-15,2,P05,AWD,N,1,Arthropoda,Collembola,,,,,,,,13,13,
2022-07-15,2,P05,AWD,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,9,9,
2022-07-15,2,P05,AWD,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,Pupa,,,1,1,
2022-07-15,2,P05,AWD,N,1,Nematoda,,,,,,,,,5,5,
2022-07-15,2,P05,AWD,N,1,Crustacea,Ostracoda (redondo),,,,,,,,3,3,
2022-07-15,2,P05,AWD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Adult,,,5,5,
2022-07-15,2,P05,AWD,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,sp,,,,11,11,
2022-07-15,2,P05,AWD,N,1,Arthropoda,Insecta,Heteroptera,Gerridae,Gerris,sp,,,,1,1,
2022-07-15,2,P05,AWD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Larvae,,,1,1,
2022-07-15,2,P05,AWD,N,1,Crustacea,Ostracoda (azul),,,,,,,,7,7,
2022-07-15,2,P05,AWD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Larvae,,,1,1,Muy deteriorado
2022-07-15,2,P05,AWD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,,,,53,53,
2022-07-15,2,P05,AWD,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,1,1,
