Date,Plot,Treat,trapID,Organism,Type,Abundance,Stadium,Obs
8/24/2022,P09,AWD,A,Dytiscidae sp.1,Coleoptera,3,Adult,adulta
8/24/2022,P09,AWD,B,Pelophylax perezi,Frog,1,Adult,adulta
8/24/2022,P09,AWD,B,Procambarus clarkii,Decapoda,15,Adult,adulta
8/24/2022,P11,MSD,A,Procambarus clarkii,Decapoda,18,Adult,adulta
8/24/2022,P11,MSD,B,Procambarus clarkii,Decapoda,34,Adult,adulta
8/24/2022,P13,MSD,A,Procambarus clarkii,Decapoda,16,Adult,adulta
8/24/2022,P13,MSD,B,libelula,Odonata,1,Juvenile,juvenil
8/24/2022,P13,MSD,B,Procambarus clarkii,Decapoda,6,Adult,adulta
8/24/2022,P15,CON,A,Pseudorasbora parva,Fish,2,Adult,adulta
8/24/2022,P15,CON,A,Procambarus clarkii,Decapoda,27,Adult,adulta
8/24/2022,P15,CON,B,Pseudorasbora parva,Fish,1,Adult,adulta
8/24/2022,P15,CON,B,Procambarus clarkii,Decapoda,5,Adult,adulta
8/24/2022,P14,AWD,A,Pelophylax perezi,Frog,2,Adult,adulta
8/24/2022,P14,AWD,A,Procambarus clarkii,Decapoda,10,Adult,adulta
8/24/2022,P14,AWD,A,Dytiscidae sp.1,Coleoptera,1,Adult,adulta
8/24/2022,P14,AWD,B,Procambarus clarkii,Decapoda,10,Adult,adulta
8/24/2022,P12,CON,A,Procambarus clarkii,Decapoda,18,Adult,adulta
8/24/2022,P12,CON,B,Misgurnus anguillicaudatus,Fish,2,Adult,adulta
8/24/2022,P12,CON,B,Procambarus clarkii,Decapoda,37,Adult,adulta
8/24/2022,P10,AWD,A,Procambarus clarkii,Decapoda,15,Adult,adulta
8/24/2022,P10,AWD,A,Pelophylax perezi,Frog,1,Adult,(restos) adulta
8/24/2022,P10,AWD,B,Procambarus clarkii,Decapoda,22,Adult,adulta
8/24/2022,P08,CON,A,Pelophylax perezi,Frog,2,Adult,adulta
8/24/2022,P08,CON,A,Procambarus clarkii,Decapoda,15,Adult,adulta
8/24/2022,P08,CON,B,Procambarus clarkii,Decapoda,14,Adult,adulta
8/24/2022,P06,CON,A,Procambarus clarkii,Decapoda,13,Adult,adulta
8/24/2022,P06,CON,B,Procambarus clarkii,Decapoda,1,Adult,adulta
8/24/2022,P06,CON,B,Pelophylax perezi,Frog,1,Adult,adulta
8/24/2022,P04,MSD,A,Misgurnus anguillicaudatus,Fish,2,Adult,adulta
8/24/2022,P04,MSD,A,Carassius carassius,Fish,1,Adult,adulta
8/24/2022,P04,MSD,A,Procambarus clarkii,Decapoda,24,Adult,adulta
8/24/2022,P04,MSD,B,Misgurnus anguillicaudatus,Fish,4,Adult,adulta
8/24/2022,P04,MSD,B,Procambarus clarkii,Decapoda,27,Adult,adulta
8/24/2022,P02,MSD,A,Pseudorasbora parva,Fish,1,Adult,adulta
8/24/2022,P02,MSD,A,Procambarus clarkii,Decapoda,25,Adult,adulta
8/24/2022,P02,MSD,B,Pseudorasbora parva,Fish,5,Adult,adulta
8/24/2022,P02,MSD,B,Procambarus clarkii,Decapoda,36,Adult,adulta
9/13/2022,P01,AWD,A,Procambarus clarkii,Decapoda,17,Adult,adulta
9/13/2022,P01,AWD,B,Procambarus clarkii,Decapoda,8,Adult,adulta
9/13/2022,P03,CON,A,Procambarus clarkii,Decapoda,4,Adult,adulta
9/13/2022,P03,CON,A,Pelophylax perezi,Frog,1,Adult,adulta
9/13/2022,P03,CON,B,Pelophylax perezi,Frog,2,Adult,adulta
9/13/2022,P03,CON,B,Procambarus clarkii,Decapoda,1,Adult,adulta
9/13/2022,P05,AWD,A,Procambarus clarkii,Decapoda,2,Adult,adulta
9/13/2022,P05,AWD,A,Pelophylax perezi,Frog,1,Adult,adulta
9/13/2022,P05,AWD,B,,,,,
9/13/2022,P07,MSD,A,Procambarus clarkii,Decapoda,12,Adult,adulta
9/13/2022,P07,MSD,B,Procambarus clarkii,Decapoda,12,Adult,adulta
9/13/2022,P09,AWD,A,,,,,
9/13/2022,P09,AWD,B,Procambarus clarkii,Decapoda,22,Adult,adulta
9/13/2022,P09,AWD,B,Misgurnus anguillicaudatus,Fish,2,Adult,adulta
9/13/2022,P11,MSD,A,Procambarus clarkii,Decapoda,14,Adult,adulta
9/13/2022,P11,MSD,B,Procambarus clarkii,Decapoda,3,Adult,adulta
9/13/2022,P13,MSD,A,Procambarus clarkii,Decapoda,20,Adult,adulta
9/13/2022,P13,MSD,B,Procambarus clarkii,Decapoda,2,Adult,adulta
9/13/2022,P13,MSD,B,Pelophylax perezi,Frog,1,Adult,adulta
9/13/2022,P15,CON,A,Procambarus clarkii,Decapoda,21,Adult,adulta
9/13/2022,P15,CON,B,Procambarus clarkii,Decapoda,12,Adult,adulta
9/13/2022,P14,AWD,A,Procambarus clarkii,Decapoda,8,Adult,adulta
9/13/2022,P14,AWD,B,Procambarus clarkii,Decapoda,12,Adult,adulta
9/13/2022,P12,CON,A,Procambarus clarkii,Decapoda,2,Adult,adulta
9/13/2022,P12,CON,B,Procambarus clarkii,Decapoda,40,Adult,adulta
9/13/2022,P10,AWD,A,Procambarus clarkii,Decapoda,2,Adult,adulta
9/13/2022,P10,AWD,B,Procambarus clarkii,Decapoda,1,Adult,adulta
9/13/2022,P10,AWD,B,Pelophylax perezi,Frog,2,Adult,adulta
9/13/2022,P08,CON,A,Procambarus clarkii,Decapoda,12,Adult,adulta
9/13/2022,P08,CON,B,Procambarus clarkii,Decapoda,9,Adult,adulta
9/13/2022,P06,CON,A,Procambarus clarkii,Decapoda,8,Adult,adulta
9/13/2022,P06,CON,B,Procambarus clarkii,Decapoda,9,Adult,adulta
9/13/2022,P04,MSD,A,Procambarus clarkii,Decapoda,3,Adult,adulta
9/13/2022,P04,MSD,B,Procambarus clarkii,Decapoda,9,Adult,adulta
9/13/2022,P04,MSD,B,Pelophylax perezi,Frog,1,Adult,adulta
9/13/2022,P02,MSD,A,Procambarus clarkii,Decapoda,3,Adult,adulta
9/13/2022,P02,MSD,B,Procambarus clarkii,Decapoda,11,Adult,adulta
9/13/2022,P02,MSD,B,Pseudorasbora parva,Fish,1,Adult,adulta
